comp_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
ENSG00000108840,0.2363,0.3308,0.1603,0.5399,0.6479,0.3172,0.2229,0.2906,0.8259,0.4545,0.5494,0.4206,0.449,0.2477,0.4126,0.5465,0.7396,0.9703,0.7521,0.8017,0.4891,0.8424,0.7291,0.3433,1.1395,0.5448,0.2995,0.394,0.7159,1.006,0.3329,0.3965,0.5033,0.631,0.6691,0.7333,0.3619,0.4948,0.3723,0.421,0.2049,0.314
ENSG00000187231,0.0424,0.0416,0.0081,0.0062,0.0457,0.046,0.0478,0.0477,0.0477,0.0443,0.0438,0.0422,0.0442,0.0481,0.0494,0.0514,0.0462,0.0494,0.0398,0.0445,0.039,0.0437,0.0471,0.0417,0.0451,0.0461,0.0518,0.0427,0.0458,0.0402,0.0442,0.0466,0.0454,0.051,0.0438,0.041,0.0468,0.0493,0.0532,0.0437,0.0371,0.0513
ENSG00000177885,0.4315,0.3382,0.2658,0.5155,0.626,0.4033,0.3385,0.2516,0.3772,0.5966,0.6777,0.5086,0.3167,0.5025,0.5467,0.0979,0.4948,0.8701,0.5972,0.5211,0.3219,0.5148,0.3871,0.6642,0.6188,0.3801,0.5448,0.3789,0.3228,1.0827,0.1972,1.5847,0.7256,0.255,0.4212,0.5676,0.3147,0.3068,0.6686,0.9349,0.359,0.3406
ENSG00000124145,0.3525,0.3415,0.1868,0.7997,0.592,0.3427,0.2382,0.5927,0.6528,0.3777,0.404,0.7856,0.3792,0.5231,0.2729,0.1738,0.6013,0.6611,0.5871,0.4349,0.3502,0.3039,0.5775,0.4504,0.3652,0.6223,0.5086,0.6765,0.725,0.6046,0.4796,0.4422,0.4682,0.2389,0.3604,0.6615,0.5232,0.3277,0.4134,0.104,0.32,0.7096
ENSG00000108395,0.3945,0.1906,0.3374,0.6617,0.4453,0.5005,0.5084,0.8576,0.4732,0.5524,0.4817,0.9661,0.6046,0.5759,0.4861,0.522,0.4367,0.5525,0.3426,0.5446,0.4886,0.3478,0.7445,0.5526,0.2566,0.7463,0.8695,0.2974,0.4844,0.4395,0.4637,0.6006,0.4729,0.1712,0.3589,0.4483,0.2766,0.3603,0.4624,0.6546,0.6356,0.8504
ENSG00000136897,0.1981,0.5588,0.4472,0.7355,0.2152,0.2495,0.2671,0.6806,0.3822,0.6891,0.4773,0.8327,0.8229,0.6682,0.6433,0.5034,0.1719,0.3056,0.6114,0.8891,0.3993,0.6449,0.7552,0.4483,0.6102,0.627,0.5897,0.503,0.2123,0.4087,0.7582,0.5042,0.7618,0.5935,0.5986,0.5488,0.1929,0.4788,0.67,1.02,0.3511,0.9854
ENSG00000272086,0.1673,0.277,0.1523,0.7046,0.3636,0.5425,0.337,0.3133,0.4701,0.2042,0.4628,0.7502,0.3532,0.4054,0.8026,0.4852,0.8184,0.3403,0.6365,0.2175,0.3219,0.4167,0.2122,0.3774,0.2396,0.6475,1.2125,0.2393,0.5004,0.5579,0.2099,0.5255,0.5398,0.4295,0.3397,0.9359,0.4467,0.2619,0.2161,0.6959,0.8331,0.6278
ENSG00000140319,0.3638,0.284,0.253,0.6938,0.3095,0.2258,0.339,0.5508,0.4887,0.5799,0.4991,0.6001,0.1982,0.3314,0.3799,1.5573,1.8255,2.0667,1.0502,5.0782,3.8197,0.3903,0.4054,0.5949,1.124,0.828,0.4825,1.0212,0.2294,0.5069,0.3466,0.3337,0.4799,0.5334,0.489,0.4701,0.1361,0.2335,0.3865,0.562,0.1424,0.366
ENSG00000188343,0.4985,0.2114,0.1975,0.969,0.6047,0.4388,0.317,0.2226,0.533,0.1728,0.5605,0.5868,0.2733,0.4853,0.4726,0.3578,0.7445,0.6507,0.5326,0.6961,0.8674,0.3192,0.4333,0.3602,0.5229,0.3406,0.285,0.6455,0.2844,0.4198,0.9713,0.7019,0.4959,0.5165,0.6667,0.6581,0.2606,0.5273,0.1982,0.7082,0.5897,0.1344
ENSG00000196123,0.3876,0.048,0.261,0.8099,0.6987,0.6749,0.4175,0.474,0.1454,0.5586,0.4421,0.3169,0.4938,0.6647,0.5901,0.7877,0.8232,0.3911,0.4425,0.7224,0.88,0.7649,0.5518,0.3893,1.1818,0.5867,0.2302,0.434,0.3554,0.1577,0.5099,0.4924,0.5205,0.4121,0.3971,0.4565,0.9569,1.0532,0.8279,0.5875,0.3173,0.228
ENSG00000178222,0.2438,0.2907,0.4279,0.8552,0.3661,0.3675,0.4268,0.2554,0.2781,0.6433,0.4958,1.0414,0.7984,0.432,0.4489,0.8655,1.7937,1.2346,1.3366,0.9008,0.7592,0.7833,0.5273,0.6301,0.519,0.6989,0.6121,0.7087,1.0505,1.1694,0.4781,0.3834,0.4379,0.5302,0.2482,0.4509,0.2848,0.1963,0.6019,0.4114,0.2634,0.4699
ENSG00000119720,0.0488,0.0538,0.0058,0.0032,0.0467,0.0502,0.0473,0.0465,0.046,0.0411,0.0438,0.0562,0.0548,0.0487,0.0519,0.0466,0.0486,0.0431,0.0464,0.046,0.0516,0.0389,0.0465,0.0468,0.0525,0.0503,0.0473,0.0454,0.0416,0.0441,0.0422,0.0411,0.0477,0.048,0.0464,0.0435,0.0511,0.0451,0.0503,0.0416,0.0483,0.051
ENSG00000138802,0.173,0.2524,0.309,0.6703,0.2142,0.4994,0.6668,0.5244,0.3008,0.4097,0.7165,0.7222,0.6754,0.0886,0.4498,0.3551,0.4543,0.908,0.5571,0.6424,0.2697,0.2036,0.502,0.4738,0.4778,0.5716,0.9356,0.236,0.275,0.4259,0.2167,0.366,0.2639,0.3534,0.138,0.2986,0.4895,0.4401,0.4717,0.3716,0.4295,0.3344
ENSG00000155115,0.4492,0.2006,0.2221,0.4714,0.4443,0.6822,1.0608,0.4989,0.34,0.5831,0.5678,0.3916,0.8844,0.3045,0.5336,0.9068,0.4983,0.3176,0.3534,0.4392,0.7573,0.7256,1.0406,0.9664,0.4728,1.0818,0.7683,1.1233,1.0476,0.5983,0.847,0.4168,0.7911,0.6484,0.6452,0.4968,0.4339,0.4227,0.7887,0.551,0.1282,0.288
ENSG00000114107,0.2446,0.2529,0.5485,0.2391,0.5211,0.6513,0.5931,0.3872,0.4944,0.5598,0.5771,0.8001,0.8907,0.6201,0.8501,0.8226,0.4945,1.2999,0.903,0.8126,0.5672,0.2602,0.3218,0.4033,0.8543,0.6959,0.8052,0.6446,0.4211,0.9853,0.5423,0.6551,0.4574,0.6024,0.2342,0.7356,0.6414,0.1668,0.3959,0.2201,0.2025,0.2195
ENSG00000259959,0.1727,0.2917,0.1096,0.9879,0.3785,0.4006,0.3129,0.8489,0.3845,0.4562,0.6256,1.4932,0.5706,0.4275,0.4746,0.4734,0.7325,1.5874,0.6336,0.9354,0.7496,0.639,0.3615,0.3353,0.7803,1.0535,0.7917,0.8842,0.8599,0.6561,0.6772,0.4096,0.5835,0.7775,0.4552,0.6376,0.5346,0.9085,0.6043,0.4614,0.6802,0.5005
ENSG00000106804,0.1308,0.6269,0.103,0.3414,0.531,0.3372,0.3502,0.3714,0.4366,0.3886,0.3496,0.6164,0.6418,0.5077,0.3522,0.6535,0.595,0.5859,0.4518,0.1556,0.1944,0.241,0.6798,0.3081,0.4128,0.5743,0.6323,0.7638,0.8092,1.4536,1.2116,0.6585,0.3237,0.3508,0.2985,0.5627,0.2964,0.2745,0.3736,0.3735,0.4284,0.198
ENSG00000072195,0.1957,0.1261,0.1514,0.725,0.5441,0.279,0.2555,0.1399,0.4363,0.625,0.5418,0.3991,0.1072,0.5574,0.4165,0.4875,0.8568,0.7496,0.5206,0.4502,0.2069,0.5793,0.4348,0.2188,0.7365,0.3316,0.2661,0.3169,0.6629,0.087,0.4917,0.5964,0.2411,0.6096,0.1889,0.4888,0.7422,0.5829,0.4602,0.5596,0.5954,0.2899
ENSG00000196655,0.1479,0.1968,0.2753,0.5029,0.3482,0.4624,0.9257,0.7211,0.585,0.5923,0.6708,0.5152,0.344,0.1637,0.6543,0.3895,0.6959,0.4769,0.998,0.9583,0.6862,0.5745,0.5731,0.5411,0.9024,1.2803,0.7607,0.6135,0.5875,0.5169,0.3832,0.1637,0.5117,0.526,0.4738,0.6187,0.2571,0.1437,0.3613,0.4419,0.1558,0.1109
ENSG00000135521,0.1856,0.4331,0.1,0.3016,0.3279,0.6255,0.503,0.4376,0.4094,1.1368,1.343,0.971,0.4353,0.5007,0.3281,0.4758,0.5229,0.3064,0.8849,0.2704,0.7561,0.2621,0.2268,0.2133,0.1732,0.6412,0.7365,0.636,0.3339,0.4215,0.3853,0.3397,0.4084,0.4897,0.6741,0.2318,0.4381,0.3567,0.6118,0.4671,0.525,0.6423
ENSG00000135953,0.3671,0.2873,0.5754,0.652,0.5528,0.3771,0.3067,0.531,0.3626,0.719,1.2489,1.0589,0.3739,0.6704,0.2527,0.4406,0.3079,0.3613,0.4819,0.6609,0.1625,0.2912,0.4365,0.4855,0.7265,0.7963,0.6871,0.5746,0.4659,0.7425,0.6367,0.409,0.4105,0.7698,0.3321,0.5906,0.3659,0.86,0.5777,0.5547,0.5407,0.9125
ENSG00000127081,0.2654,0.1869,0.3854,1.0428,0.2927,0.591,0.4636,0.3151,0.7402,0.7678,0.5158,0.4677,0.3325,0.318,0.4039,0.521,0.5579,0.4935,0.5141,0.5491,0.5857,0.349,0.227,0.1233,0.3113,0.1416,0.731,0.482,0.5629,0.5724,1.0255,0.475,0.3045,0.1992,0.9716,0.7166,0.4595,0.7579,0.9109,1.4407,1.1151,0.8137
ENSG00000139546,0.0454,0.0476,0.0069,0.0039,0.0476,0.0479,0.0463,0.0507,0.0418,0.0439,0.0453,0.0446,0.0482,0.0398,0.0494,0.0394,0.0437,0.0451,0.0468,0.0473,0.0515,0.0428,0.0406,0.0471,0.0417,0.0435,0.045,0.0432,0.0446,0.0469,0.0459,0.0494,0.0422,0.0491,0.041,0.0376,0.0439,0.0448,0.0491,0.0414,0.0408,0.0446
ENSG00000166734,0.3138,0.2775,0.4005,0.355,0.4219,0.7421,0.7355,0.4125,0.0276,0.2146,0.6768,0.6298,0.4959,0.7703,0.5217,0.5615,0.4016,0.3641,0.3729,0.2255,0.5304,0.6759,0.4403,0.7176,0.7091,0.5956,0.8389,0.6053,0.5507,1.2112,0.4085,0.4953,0.7419,0.5809,0.406,0.2508,0.3281,0.2606,1.0729,1.0303,0.1798,0.3321
ENSG00000128654,0.3164,0.1926,0.1708,0.56,0.3299,0.346,0.2003,0.2063,0.1554,0.2706,0.4974,0.8915,0.457,0.6837,0.4464,0.4183,0.6876,0.2625,1.1657,0.3386,0.3085,0.5264,0.4318,1.0879,0.7669,0.6597,0.4141,0.2324,1.0951,0.6416,0.5582,0.2737,0.3893,0.9626,0.355,0.3224,0.8064,0.1902,0.9216,0.6138,0.4333,0.4884
ENSG00000145331,0.1588,0.384,0.3458,0.7426,0.6721,0.6552,0.5974,0.5451,0.1103,0.5463,0.6334,0.863,0.5116,0.6098,0.524,0.8028,0.8891,0.6492,0.5538,1.0997,0.7992,0.647,0.4603,0.3573,0.5168,0.4955,0.6053,0.5611,0.3096,0.517,0.8829,0.1952,0.4038,0.4153,0.4596,0.6825,0.9964,0.6067,0.4861,0.3639,0.203,0.3919
ENSG00000177426,0.4405,0.1987,0.1696,0.4063,0.3559,0.6465,0.35,0.272,0.1842,0.7784,0.6095,0.5511,0.291,0.2717,0.4525,0.4134,0.7356,0.5148,0.3907,0.3843,0.4469,0.2792,0.1592,0.4312,0.4937,0.9536,0.5254,0.3647,0.3424,0.802,0.5976,0.7352,0.7112,0.924,0.3246,0.1636,0.3992,0.4719,1.0069,0.8558,0.4077,0.2765
ENSG00000011465,0.285,0.2724,0.1652,0.4301,0.604,0.2018,0.2765,0.3094,0.3135,0.6284,0.7654,1.0434,0.4946,0.3554,0.8945,0.5234,0.2466,0.4377,0.4258,0.5513,0.6282,0.3796,0.2206,0.292,0.2071,0.5274,0.4662,0.5708,0.269,1.0437,0.3088,0.3217,0.0839,0.4482,0.7651,0.3224,0.5639,0.866,0.8217,0.5675,0.8302,0.8324
ENSG00000092201,0.266,0.269,0.37,0.772,0.652,0.6466,0.6081,0.4165,0.4375,0.5706,0.7638,0.8548,0.4597,0.4801,0.6514,0.7222,0.7724,0.5814,0.4125,0.5189,0.4853,0.3944,0.3156,0.317,0.3394,0.3174,0.4726,0.554,0.6544,0.2619,0.3105,0.4944,0.4881,0.1856,0.1755,0.3545,0.6163,0.2721,0.5309,0.1493,0.5071,0.4778
ENSG00000108344,0.0424,0.0479,0.0017,0.0051,0.0428,0.0486,0.0427,0.0457,0.0431,0.0478,0.0422,0.0436,0.0479,0.0438,0.0452,0.042,0.0405,0.0436,0.0466,0.0426,0.0503,0.0472,0.0467,0.0479,0.0431,0.0375,0.0409,0.0446,0.0458,0.0521,0.0464,0.0427,0.044,0.049,0.0381,0.0477,0.0469,0.045,0.0406,0.0483,0.0453,0.049
ENSG00000148516,0.5102,0.1143,0.5092,0.472,0.3195,0.5484,0.2436,0.4116,0.5686,0.762,0.5481,0.8837,0.438,0.3391,0.2593,0.7351,1.2651,0.4531,0.4405,0.5906,1.0326,0.6796,0.4909,0.2048,0.5979,0.3976,0.2972,0.608,0.142,0.324,0.4251,0.682,0.6605,0.7111,0.3099,0.6933,0.4906,0.9042,0.7911,0.4742,0.7616,0.3011
ENSG00000137274,0.2888,0.4815,0.4295,0.7631,0.3714,0.4497,0.1723,0.8498,0.4989,0.7414,0.5541,0.9142,0.5124,0.1858,0.1927,0.3189,0.2933,0.6179,0.3896,0.4993,0.468,0.3047,0.0873,0.5248,0.1547,0.5729,0.5924,0.336,0.4327,0.6184,0.7848,0.3524,0.5167,0.4413,0.5105,0.8296,0.7379,0.2461,0.6194,0.3049,0.3272,0.4008
ENSG00000005448,0.48,0.3031,0.5633,0.9965,0.2336,0.3526,0.2976,0.5501,0.7719,0.8278,0.4962,0.9602,0.7139,0.4026,0.3654,0.2663,0.5556,0.7071,0.8024,0.4232,0.5816,0.3857,0.4454,0.5775,0.8952,0.7122,0.4995,0.7453,0.5722,0.6298,0.9682,0.7713,0.5961,0.3756,0.2514,0.4784,0.4969,0.2778,0.2142,0.3171,0.4002,0.7671
ENSG00000203814,0.387,0.3825,0.5179,0.7424,0.1648,0.3184,0.1918,0.4449,1.4722,0.2466,1.1261,0.5602,1.09,1.0222,0.9083,0.8472,0.4505,0.8292,0.3008,0.3746,0.6009,0.4405,0.5606,0.6486,0.7247,0.6949,1.0658,0.7295,0.7267,0.4442,0.4075,0.3053,0.5402,0.4343,0.3053,0.5862,0.6364,0.4356,0.324,0.2689,0.6269,0.1153
ENSG00000138767,0.3443,0.2317,0.272,0.7093,0.413,0.3,0.2324,0.2346,0.2873,0.3323,0.411,0.4738,0.4118,0.5784,0.5089,0.6893,1.1764,0.2194,0.7299,0.8077,0.4866,0.3845,0.2989,0.4388,0.5975,0.75,0.656,0.8787,0.4211,0.9889,0.2755,0.5277,0.3187,0.2643,0.5227,0.5934,0.3338,0.5111,0.4906,0.1439,0.5549,0.7624
ENSG00000167967,0.3014,0.4461,0.4705,0.5006,0.3399,0.4343,0.0625,0.6536,0.7409,0.6055,0.8447,0.7227,0.2979,0.1743,0.3865,0.5583,0.4961,0.4093,0.3312,0.1078,0.2697,0.5973,0.5427,0.6576,1.0715,0.8555,1.0798,0.4453,0.974,0.9074,1.0456,0.8463,0.6027,0.7156,0.184,0.4908,0.2708,0.2962,0.2929,0.6372,0.6217,0.8779
ENSG00000167515,0.798,0.2301,0.432,0.8046,0.4103,0.3828,0.5761,1.4044,1.0239,0.5976,0.6716,1.4548,0.977,0.8056,0.468,0.5736,0.8671,0.4228,0.3767,0.6379,0.6301,0.6261,0.5514,0.3019,0.3546,0.5013,0.3455,0.5551,0.2744,0.6052,1.0185,0.7336,1.1256,0.0607,0.1569,0.6747,0.6762,0.3495,0.9848,1.324,0.9727,0.294
ENSG00000117305,0.2631,0.0967,0.2992,0.9489,0.3891,0.4949,0.5942,0.3325,0.343,1.0081,1.0678,0.9067,0.5072,0.5218,0.5874,0.7095,1.0252,0.4355,0.8716,0.658,0.175,0.4586,0.8039,0.5679,0.5307,0.7562,0.2182,0.5567,0.2651,0.3912,0.5045,0.869,0.9389,0.452,0.2638,0.5855,0.1851,0.1573,0.2462,0.4353,0.2453,0.3427
ENSG00000120899,0.25,0.2162,0.3113,0.344,0.2349,0.0714,0.166,0.571,0.3688,0.4411,0.7267,0.6293,0.4162,0.3838,0.4422,0.4268,0.9257,0.4758,0.4134,0.2217,0.4736,1.0182,0.5429,0.1126,0.4571,0.6131,0.8321,0.5513,0.4694,0.2492,0.6801,0.3162,0.4048,0.6589,0.2212,0.2797,0.7219,0.5421,0.2012,0.3672,0.7114,1.017
ENSG00000272391,0.512,0.1844,0.3094,0.485,0.4383,0.3569,0.3726,0.2699,0.3172,0.4169,0.3261,0.8125,0.5074,0.3784,0.3709,0.2749,1.6236,1.0294,1.1672,6.8908,4.6666,0.5676,0.7901,0.7938,0.6274,0.3711,0.5127,1.2161,0.7184,0.3277,1.0351,0.8724,0.3684,0.6753,0.5012,0.4396,0.1158,0.5038,0.4704,0.3688,0.6856,0.7841
ENSG00000080815,0.5885,0.4632,0.3331,0.6574,0.7582,0.774,0.5848,0.2291,0.3341,0.3687,0.0967,0.6763,0.5462,0.7148,0.4712,0.4796,0.5528,0.2484,0.2399,0.3805,1.0315,0.4293,0.2297,0.3614,0.541,0.5759,0.4484,0.5251,0.7387,0.3911,0.5309,0.2739,0.8104,0.5585,0.2719,0.1823,0.4997,1.0149,0.696,1.3715,0.2762,0.5122
ENSG00000165240,0.3398,0.3112,0.3341,1.0418,0.3867,0.4757,0.472,0.4931,0.28,0.7651,0.8663,0.6593,0.5704,0.5546,0.4629,0.5459,0.5214,0.1889,0.1836,0.2117,0.4137,0.2998,0.7486,0.3891,0.3195,0.5843,0.8471,0.4274,0.5498,0.3803,0.7293,0.2079,0.3344,0.1659,0.2994,0.4002,0.4256,0.3084,0.3346,0.3099,0.1473,0.4812
ENSG00000157557,0.2478,0.3416,0.2807,0.5834,0.4235,0.5649,0.5709,0.4263,0.4038,0.7227,0.7052,1.0632,0.7439,0.8417,0.6448,0.379,0.2789,0.2438,0.4715,0.2273,0.4016,0.3276,0.622,0.4764,0.2902,0.7676,0.9388,0.6011,0.8256,0.618,0.9941,0.3973,0.6443,1.0724,0.4614,0.3341,1.1088,0.5924,0.5169,0.6624,0.3182,0.1749
ENSG00000260196,0.1931,0.2031,0.2452,0.7985,0.3526,0.4318,0.5666,0.3804,0.542,0.3942,0.3331,0.5279,0.4481,0.541,0.8325,0.6142,1.5378,1.3676,1.1224,1.0882,1.1821,0.3664,0.5872,0.4827,0.9319,1.3792,1.0011,0.2152,1.0159,0.5788,0.7876,0.7581,0.2559,0.1632,0.363,0.183,0.5201,0.1417,0.4616,0.2671,0.4561,0.9193
ENSG00000140945,0.1955,0.2249,0.201,0.8817,0.5974,0.4334,0.1323,0.3209,0.4199,0.5391,0.7338,0.866,0.6684,0.6195,0.3075,0.3347,0.5741,0.4687,0.3262,0.7099,0.4645,0.2229,0.3177,0.2918,0.7118,0.8963,0.9702,0.2835,0.4312,0.4665,0.2286,0.1668,0.151,0.4296,0.2464,0.2665,0.211,0.4988,0.5976,0.3254,0.3401,0.3792
ENSG00000120675,0.1954,0.4129,0.3616,0.1813,0.3601,0.4896,0.524,0.356,0.3654,0.8933,0.6065,0.5108,0.5756,0.6349,0.5064,0.2831,0.4663,0.7869,0.6042,0.8412,0.3345,0.2147,0.8388,0.6682,0.8466,0.696,0.8751,0.426,0.292,0.6178,0.5813,0.2329,0.3817,0.5678,0.3254,0.3718,0.326,0.2784,0.9738,0.9712,0.9075,0.6708
ENSG00000173812,0.2786,0.1334,0.312,0.8025,0.5732,0.443,0.3411,0.4152,0.4561,0.9102,0.3576,0.4431,0.2589,0.6331,0.3366,0.3796,0.4658,0.2379,0.7952,0.6005,0.5392,0.3923,0.4512,0.39,0.633,0.6788,0.5224,0.4467,0.2599,0.369,0.4274,0.1241,0.4893,0.2302,0.2406,0.527,0.5522,0.376,0.3682,0.7784,0.3651,0.4672
ENSG00000105849,0.3485,0.166,0.1937,0.4605,0.4627,0.4891,0.3963,0.1649,0.1112,0.3088,0.4617,0.9231,0.3318,0.3695,0.3604,0.7554,0.6298,1.1371,0.3647,0.4994,0.2329,0.5355,0.4638,0.5391,0.5733,0.9627,0.628,0.4038,0.9895,0.9972,0.3822,0.3714,0.6978,0.519,0.524,0.5788,0.385,0.6714,0.3697,0.513,0.7293,0.4106
ENSG00000241058,0.1778,0.235,0.1189,0.4853,0.5294,0.9431,0.6919,0.8577,0.271,0.6872,0.534,0.9895,0.703,0.2642,0.3403,0.5789,1.0549,0.4014,0.4434,0.459,0.4543,0.5438,0.607,0.574,0.7615,1.0358,0.6748,0.6461,0.9887,0.1824,0.2169,0.4046,0.4454,0.3505,0.4483,0.7271,0.593,0.6549,0.4173,0.4214,0.3153,0.4437
ENSG00000111077,0.248,0.2299,0.2229,0.8844,0.5842,0.4159,0.3684,0.1979,0.1159,0.454,0.5107,1.1482,0.5453,0.3001,0.5355,0.6227,1.0089,1.6628,0.507,0.6219,0.2617,0.4308,0.5675,0.9646,0.9695,0.6621,0.6482,0.3252,0.3031,0.8496,0.1878,0.9606,0.3739,0.4694,0.4139,0.5042,0.8824,0.4351,0.9632,0.3583,0.4199,0.4775
ENSG00000162772,0.452,0.6845,0.4039,0.524,0.5683,0.6925,0.7214,0.4594,0.4601,0.8908,0.8775,0.6755,0.5527,0.5366,0.4353,0.0853,0.226,1.2052,0.9491,1.0202,0.5602,0.3579,0.7532,0.4171,0.608,0.6769,0.4135,0.6149,1.309,0.6097,0.1941,0.4869,0.3218,0.4103,0.3348,0.5572,0.1977,0.5893,0.2095,0.3355,0.2508,0.3678
ENSG00000143850,0.2944,0.0913,0.4385,0.5907,0.4654,0.7472,0.3258,0.7501,0.2834,0.493,0.2462,0.1668,0.3607,0.331,0.2593,0.154,0.6821,0.6071,0.6341,0.0974,0.6278,0.431,0.2326,0.1147,0.511,0.9709,1.0652,0.6399,0.6705,0.6541,0.2798,0.6842,0.7622,0.5094,0.3211,0.534,0.1799,0.5749,0.5575,0.3407,0.3853,0.5375
ENSG00000171492,0.1602,0.2837,0.4684,0.3789,0.54,0.5951,0.4153,0.222,0.1542,0.6816,0.5041,0.8839,0.6166,0.5891,0.3696,0.4245,0.3271,0.5775,0.5437,0.642,0.5667,0.5068,0.3597,0.3263,0.3857,0.1893,0.5613,0.5255,0.7489,0.3077,0.4085,0.8037,0.4938,0.7871,0.2667,0.3452,0.5249,0.9777,0.6686,0.5788,0.4525,0.4146
ENSG00000163132,0.21,0.1755,0.3185,0.681,0.4407,0.5247,0.5817,0.282,0.2725,0.2564,0.7389,1.1277,0.8502,0.5739,0.367,0.4933,0.5941,1.0547,0.3111,0.4088,0.2063,0.333,0.5898,0.4553,0.8711,0.4175,0.7946,0.9489,0.9647,0.8761,0.4836,0.92,0.7274,0.6885,0.5179,0.4676,0.3675,0.5153,0.376,0.3899,0.5229,0.603
ENSG00000168298,0.2681,0.3405,0.4481,0.3196,0.3444,0.5699,0.3595,0.2309,0.2059,0.2857,0.456,0.6899,0.3163,0.2129,0.4216,0.6402,0.6346,0.6665,0.7666,0.9371,0.3055,0.1691,0.1782,0.0876,0.5356,0.2156,0.3954,0.3176,0.6192,0.4288,0.5765,0.6966,0.4126,0.3885,0.4832,0.2829,0.7381,0.3582,0.4604,0.6648,0.5632,0.1799
ENSG00000144048,0.2463,0.3619,0.3649,0.7695,0.6255,0.5985,0.4773,0.2807,0.3923,0.6517,0.9213,0.7889,0.5824,0.5461,0.6862,0.831,0.656,0.9775,0.7082,1.0106,0.6307,0.7612,0.7888,0.4963,0.3687,0.8323,1.1962,0.7141,0.5437,1.6322,0.2926,0.1759,0.3837,0.4459,0.4542,0.4546,0.7646,0.5952,0.7599,0.5944,0.0739,0.2374
ENSG00000080298,0.355,0.2994,0.3041,0.7324,0.4835,0.2558,0.3142,0.2277,0.4109,0.781,0.7451,0.8277,0.5637,0.4656,0.2148,0.4495,0.9978,0.8899,0.6496,0.6885,0.101,0.3647,0.2263,0.6612,0.5221,0.7897,0.498,0.4578,0.5626,1.0278,0.5082,0.2267,0.24,0.7047,0.1894,0.3726,0.1488,0.367,0.5059,0.2091,0.3397,0.4953
ENSG00000182087,0.4976,0.3191,0.1799,0.8333,0.697,0.5177,0.5015,0.3461,0.5643,0.7941,0.2657,1.1499,0.8194,0.5187,0.3031,0.473,1.2941,1.3447,1.1205,0.6193,0.7076,0.5403,0.8177,0.4494,0.7125,1.1736,0.6588,0.586,0.7076,0.5262,0.3598,0.8227,0.2677,0.3522,0.395,0.444,0.4714,0.1945,0.5501,0.5529,0.6753,0.5106
ENSG00000160446,0.3928,0.4998,0.3886,0.1185,0.662,0.5449,0.8152,0.8854,0.3327,0.5413,0.5788,0.7274,0.6577,0.6655,0.4564,0.7394,0.6886,0.3137,0.6971,0.5689,0.9594,0.5087,0.3772,0.3123,0.363,0.6922,0.5298,1.0152,0.4727,0.4003,0.8869,0.4893,0.3432,0.0745,0.3937,0.1122,0.5727,1.1477,0.6003,0.6084,0.7752,0.722
ENSG00000181192,0.3567,0.2424,0.1367,0.7956,0.5197,0.5693,0.4209,0.5769,0.4595,0.5289,0.7209,1.1813,0.7575,0.29,0.1355,0.4867,0.8947,0.6565,0.5608,0.4804,0.6338,0.5611,0.5251,0.2981,0.8512,0.4637,0.5674,0.5748,1.4548,1.0126,0.9022,0.4527,0.3178,0.4489,0.314,0.5642,0.5907,0.2235,0.5769,0.5547,0.4491,1.1065
ENSG00000254635,0.2297,0.1909,0.1822,0.4138,0.2303,0.4116,0.3836,0.3281,0.3447,0.7114,0.9308,0.8563,0.8757,0.3737,0.1657,0.6063,1.3295,0.8593,0.6152,0.6132,0.5525,0.2333,0.2423,0.2407,0.4926,0.8809,0.404,0.6491,0.9128,0.9138,0.538,0.8012,0.7726,0.873,0.5417,0.6713,0.5652,0.8184,0.882,0.909,0.939,1.5118
ENSG00000135018,0.347,0.1301,0.2256,0.667,0.5894,0.4887,0.3907,0.5547,0.5513,0.6018,0.3385,0.9091,0.3341,0.3388,0.5063,0.484,1.5315,1.5137,0.8544,0.4135,1.5143,0.5282,0.1819,0.4002,0.3536,0.7139,0.7286,0.3473,0.9025,2.5447,2.9007,0.6133,0.6117,0.5121,0.592,0.5442,0.7392,0.4147,0.209,0.2846,0.2869,0.5112
ENSG00000064012,0.047,0.0451,0.0031,0.0042,0.0416,0.0467,0.0444,0.0479,0.0438,0.0487,0.0471,0.0446,0.0514,0.0452,0.0385,0.0459,0.0458,0.0448,0.0389,0.0522,0.0426,0.0441,0.0395,0.0474,0.0409,0.0444,0.0444,0.0477,0.0436,0.0464,0.0402,0.0437,0.0469,0.0422,0.0462,0.0494,0.044,0.0485,0.0464,0.0452,0.0483,0.0379
ENSG00000008441,0.4559,0.2375,0.3919,0.9869,0.6364,0.4483,0.2254,0.6993,0.3178,0.664,0.9034,1.4315,0.5839,0.5569,0.1115,0.3426,0.9324,0.3979,0.4106,0.5543,0.4916,0.4513,0.4154,0.361,0.272,0.4488,0.6565,0.3046,0.6518,0.3347,0.9598,0.3748,0.4883,0.2855,0.4308,0.3997,0.7853,0.7142,0.4538,0.5956,0.5204,0.4614
